measurement_id,date,subgroup_id,sample_number,part_number,feature_id,feature_name,measurement_type,nominal,lsl,usl,measured_value,unit,out_of_spec
SPC-MMB_HOLE_POSITION_TP-010-4,2024-01-21,10,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1197,mm,False
SPC-MMB_HOLE_POSITION_TP-010-5,2024-01-21,10,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1443,mm,False
SPC-MMB_HOLE_POSITION_TP-011-1,2024-01-23,11,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0917,mm,False
SPC-MMB_HOLE_POSITION_TP-011-2,2024-01-23,11,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0288,mm,False
SPC-MMB_HOLE_POSITION_TP-011-3,2024-01-23,11,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.111,mm,False
SPC-MMB_HOLE_POSITION_TP-011-4,2024-01-23,11,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0583,mm,False
SPC-MMB_HOLE_POSITION_TP-011-5,2024-01-23,11,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0914,mm,False
SPC-MMB_HOLE_POSITION_TP-012-1,2024-01-25,12,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.109,mm,False
SPC-MMB_HOLE_POSITION_TP-012-2,2024-01-25,12,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1041,mm,False
SPC-MMB_HOLE_POSITION_TP-012-3,2024-01-25,12,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1228,mm,False
SPC-MMB_HOLE_POSITION_TP-012-4,2024-01-25,12,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0901,mm,False
SPC-MMB_HOLE_POSITION_TP-012-5,2024-01-25,12,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0911,mm,False
SPC-MMB_HOLE_POSITION_TP-013-1,2024-01-27,13,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1108,mm,False
SPC-MMB_HOLE_POSITION_TP-013-2,2024-01-27,13,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0825,mm,False
SPC-MMB_HOLE_POSITION_TP-013-3,2024-01-27,13,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0609,mm,False
SPC-MMB_HOLE_POSITION_TP-013-4,2024-01-27,13,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1008,mm,False
SPC-MMB_HOLE_POSITION_TP-013-5,2024-01-27,13,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0455,mm,False
SPC-MMB_HOLE_POSITION_TP-014-1,2024-01-29,14,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0822,mm,False
SPC-MMB_HOLE_POSITION_TP-014-2,2024-01-29,14,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0368,mm,False
SPC-MMB_HOLE_POSITION_TP-014-3,2024-01-29,14,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0656,mm,False
SPC-MMB_HOLE_POSITION_TP-014-4,2024-01-29,14,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.067,mm,False
SPC-MMB_HOLE_POSITION_TP-014-5,2024-01-29,14,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0506,mm,False
SPC-MMB_HOLE_POSITION_TP-015-1,2024-01-31,15,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1235,mm,False
SPC-MMB_HOLE_POSITION_TP-015-2,2024-01-31,15,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1206,mm,False
SPC-MMB_HOLE_POSITION_TP-015-3,2024-01-31,15,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.131,mm,False
SPC-MMB_HOLE_POSITION_TP-015-4,2024-01-31,15,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0784,mm,False
SPC-MMB_HOLE_POSITION_TP-015-5,2024-01-31,15,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0698,mm,False
SPC-MMB_HOLE_POSITION_TP-016-1,2024-02-02,16,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1131,mm,False
SPC-MMB_HOLE_POSITION_TP-016-2,2024-02-02,16,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0895,mm,False
SPC-MMB_HOLE_POSITION_TP-016-3,2024-02-02,16,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0893,mm,False
SPC-MMB_HOLE_POSITION_TP-016-4,2024-02-02,16,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0,mm,False
SPC-MMB_HOLE_POSITION_TP-016-5,2024-02-02,16,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1115,mm,False
SPC-MMB_HOLE_POSITION_TP-017-1,2024-02-04,17,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1068,mm,False
SPC-MMB_HOLE_POSITION_TP-017-2,2024-02-04,17,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0848,mm,False
SPC-MMB_HOLE_POSITION_TP-017-3,2024-02-04,17,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1136,mm,False
SPC-MMB_HOLE_POSITION_TP-017-4,2024-02-04,17,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1061,mm,False
SPC-MMB_HOLE_POSITION_TP-017-5,2024-02-04,17,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0606,mm,False
SPC-MMB_HOLE_POSITION_TP-018-1,2024-02-06,18,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0773,mm,False
SPC-MMB_HOLE_POSITION_TP-018-2,2024-02-06,18,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0497,mm,False
SPC-MMB_HOLE_POSITION_TP-018-3,2024-02-06,18,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1362,mm,False
SPC-MMB_HOLE_POSITION_TP-018-4,2024-02-06,18,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1192,mm,False
SPC-MMB_HOLE_POSITION_TP-018-5,2024-02-06,18,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0565,mm,False
SPC-MMB_HOLE_POSITION_TP-019-1,2024-02-08,19,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1067,mm,False
SPC-MMB_HOLE_POSITION_TP-019-2,2024-02-08,19,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0948,mm,False
SPC-MMB_HOLE_POSITION_TP-019-3,2024-02-08,19,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.061,mm,False
SPC-MMB_HOLE_POSITION_TP-019-4,2024-02-08,19,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0894,mm,False
SPC-MMB_HOLE_POSITION_TP-019-5,2024-02-08,19,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.115,mm,False
SPC-MMB_HOLE_POSITION_TP-020-1,2024-02-10,20,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1179,mm,False
SPC-MMB_HOLE_POSITION_TP-020-2,2024-02-10,20,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1666,mm,False
SPC-MMB_HOLE_POSITION_TP-020-3,2024-02-10,20,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0883,mm,False
SPC-MMB_HOLE_POSITION_TP-020-4,2024-02-10,20,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0767,mm,False
SPC-MMB_HOLE_POSITION_TP-020-5,2024-02-10,20,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1047,mm,False
SPC-MMB_HOLE_POSITION_TP-021-1,2024-02-12,21,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0786,mm,False
SPC-MMB_HOLE_POSITION_TP-021-2,2024-02-12,21,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0645,mm,False
SPC-MMB_HOLE_POSITION_TP-021-3,2024-02-12,21,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0526,mm,False
SPC-MMB_HOLE_POSITION_TP-021-4,2024-02-12,21,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0,mm,False
SPC-MMB_HOLE_POSITION_TP-021-5,2024-02-12,21,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1107,mm,False
SPC-MMB_HOLE_POSITION_TP-022-1,2024-02-14,22,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0277,mm,False
SPC-MMB_HOLE_POSITION_TP-022-2,2024-02-14,22,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0542,mm,False
SPC-MMB_HOLE_POSITION_TP-022-3,2024-02-14,22,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0952,mm,False
SPC-MMB_HOLE_POSITION_TP-022-4,2024-02-14,22,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0737,mm,False
SPC-MMB_HOLE_POSITION_TP-022-5,2024-02-14,22,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1602,mm,False
SPC-MMB_HOLE_POSITION_TP-023-1,2024-02-16,23,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0322,mm,False
SPC-MMB_HOLE_POSITION_TP-023-2,2024-02-16,23,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1634,mm,False
SPC-MMB_HOLE_POSITION_TP-023-3,2024-02-16,23,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1333,mm,False
SPC-MMB_HOLE_POSITION_TP-023-4,2024-02-16,23,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1168,mm,False
SPC-MMB_HOLE_POSITION_TP-023-5,2024-02-16,23,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1354,mm,False
SPC-MMB_HOLE_POSITION_TP-024-1,2024-02-18,24,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0992,mm,False
SPC-MMB_HOLE_POSITION_TP-024-2,2024-02-18,24,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0254,mm,False
SPC-MMB_HOLE_POSITION_TP-024-3,2024-02-18,24,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.103,mm,False
SPC-MMB_HOLE_POSITION_TP-024-4,2024-02-18,24,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0332,mm,False
SPC-MMB_HOLE_POSITION_TP-024-5,2024-02-18,24,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0665,mm,False
SPC-MMB_HOLE_POSITION_TP-025-1,2024-02-20,25,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0823,mm,False
SPC-MMB_HOLE_POSITION_TP-025-2,2024-02-20,25,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0531,mm,False
SPC-MMB_HOLE_POSITION_TP-025-3,2024-02-20,25,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1181,mm,False
SPC-MMB_HOLE_POSITION_TP-025-4,2024-02-20,25,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0775,mm,False
SPC-MMB_HOLE_POSITION_TP-025-5,2024-02-20,25,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0993,mm,False
SPC-MMB_HOLE_POSITION_TP-026-1,2024-02-22,26,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0847,mm,False
SPC-MMB_HOLE_POSITION_TP-026-2,2024-02-22,26,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0894,mm,False
SPC-MMB_HOLE_POSITION_TP-026-3,2024-02-22,26,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.054,mm,False
SPC-MMB_HOLE_POSITION_TP-026-4,2024-02-22,26,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0439,mm,False
SPC-MMB_HOLE_POSITION_TP-026-5,2024-02-22,26,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0796,mm,False
SPC-MMB_HOLE_POSITION_TP-027-1,2024-02-24,27,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0512,mm,False
SPC-MMB_HOLE_POSITION_TP-027-2,2024-02-24,27,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1338,mm,False
SPC-MMB_HOLE_POSITION_TP-027-3,2024-02-24,27,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0368,mm,False
SPC-MMB_HOLE_POSITION_TP-027-4,2024-02-24,27,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1668,mm,False
SPC-MMB_HOLE_POSITION_TP-027-5,2024-02-24,27,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0956,mm,False
SPC-MMB_HOLE_POSITION_TP-028-1,2024-02-26,28,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0874,mm,False
SPC-MMB_HOLE_POSITION_TP-028-2,2024-02-26,28,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0661,mm,False
